,id0,id1,points_0,points_1,spread,over_under
0,C. Michigan,Purdue,38,17,-3.0,None
0,Navy,Temple,31,24,3.0,None
0,Kent State,South Alabama,13,23,2.0,None
0,Mississippi State,UAB,47,34,29.0,None
0,Georgia State,New Mexico State,31,34,-3.0,None
0,Fresno State,Utah,27,59,13.5,None
0,Colorado  ,Massachusetts,41,38,18.0,None
0,Southern Cal,Stanford,13,10,-3.0,None
0,MTSU,Minnesota,24,35,14.0,None
0,Ball State,Iowa,13,17,18.0,None
0,Kentucky,Ohio,20,3,13.5,None
0,Maryland,South Florida,24,17,11.5,None
0,N. Illinois,Northwestern,23,15,-7.0,None
0,Georgia Tech,Tulane,38,21,7.5,None
0,E. Michigan,Florida  ,0,65,41.0,None
0,Mississippi,Vanderbilt,41,3,18.5,None
0,Michigan State,Oregon,27,46,13.5,None
0,Duke,Troy,34,17,18.0,None
0,Idaho,La.-Monroe,31,38,12.0,None
0,Arizona State,New Mexico,58,23,24.5,None
0,Auburn,San Jose State,59,13,34.0,None
0,East Carolina,South Carolina,23,33,14.5,None
0,La. Tech,La.-Lafayette,48,20,-16.0,None
0,BYU,Texas,41,7,-1.0,None
0,Michigan,Notre Dame,0,31,4.0,None
0,Ohio State,Virginia Tech,21,35,-10.0,None
0,North Carolina,San Diego State,31,27,14.5,None
0,Memphis,UCLA,35,42,22.5,None
0,Boise State,Colorado State,37,24,8.0,None
0,Air Force,Wyoming,13,17,-1.0,None
0,Hawaii,Oregon State,30,38,9.5,None
0,Texas Tech,UTEP,30,26,21.0,None
0,La. Tech,North Texas,42,21,-3.0,None
0,BYU,Houston,33,25,17.0,None
0,Cincinnati,Toledo,58,34,9.5,None
0,Baylor,Buffalo,63,21,33.5,None
0,C. Michigan,Syracuse,3,40,5.0,None
0,Kent State,Ohio State,0,66,31.0,None
0,FIU,Pittsburgh,25,42,25.5,None
0,Bowling Green,Indiana,45,42,-8.0,None
0,Maryland,West Virginia,37,40,-3.5,None
0,Marshall,Ohio,44,14,20.5,None
0,Missouri,UCF,38,10,10.5,None
0,East Carolina,Virginia Tech,28,21,-10.0,None
0,Massachusetts,Vanderbilt,31,34,16.5,None
0,Boise State,Connecticut,38,21,15.0,None
0,Louisville,Virginia  ,21,23,-4.0,None
0,Air Force,Georgia State,48,38,12.0,None
0,Oregon,Wyoming,48,14,43.5,None
0,N.C. State,South Florida,49,17,2.5,None
0,Arkansas State,"Miami, FL",20,41,14.5,None
0,Arkansas,Texas Tech,49,28,-0.0,None
0,Georgia  ,South Carolina,35,38,-6.5,None
0,"Miami, OH",Michigan,10,34,32.0,None
0,Iowa  ,Iowa State,17,20,-13.0,None
0,Duke,Kansas,41,3,12.0,None
0,La.-Lafayette,Mississippi,15,56,27.0,None
0,Minnesota,TCU,7,30,17.5,None
0,Illinois,Washington,19,44,13.0,None
0,Mississippi State,South Alabama,35,3,14.5,None
0,Army,Stanford,0,35,30.0,None
0,Idaho,W. Michigan,33,45,-2.5,None
0,Alabama,Southern Miss,52,12,46.0,None
0,LSU,La.-Monroe,31,0,31.0,None
0,Oklahoma State,UTSA,43,13,12.5,None
0,Utah State,Wake Forest,36,24,16.0,None
0,MTSU,W. Kentucky,50,47,-0.0,None
0,FAU,Tulsa,50,21,-1.0,None
0,Florida,Kentucky,36,30,18.0,None
0,Notre Dame,Purdue,30,14,30.0,None
0,Texas,UCLA,17,20,8.5,None
0,New Mexico State,UTEP,24,42,10.0,None
0,Boston College,Southern Cal,37,31,-17.0,None
0,Navy,Texas State,35,21,6.0,None
0,Penn State,Rutgers,13,10,3.5,None
0,Oklahoma,Tennessee,34,10,21.0,None
0,Rice,Texas A&M,10,38,32.5,None
0,Arizona State,Colorado,38,24,16.5,None
0,Fresno State,Nebraska,19,59,11.5,None
0,Arizona,Nevada,35,28,20.0,None
0,Auburn,Kansas State,20,14,7.5,None
0,Connecticut,South Florida,14,17,1.5,None
0,Iowa,Pittsburgh,24,20,-7.0,None
0,E. Michigan,Michigan State,14,73,43.5,None
0,Georgia Tech,Virginia Tech,27,24,-7.5,None
0,Bowling Green,Wisconsin,17,68,26.5,None
0,Georgia,Troy,66,0,41.5,None
0,Duke,Tulane,47,13,16.5,None
0,Maryland,Syracuse,34,20,-2.0,None
0,Akron,Marshall,17,48,10.5,None
0,Colorado,Hawaii,21,12,8.5,None
0,Michigan  ,Utah,10,26,-3.0,None
0,Navy,Rutgers,24,31,-6.0,None
0,Army,Wake Forest,21,24,-2.0,None
0,FIU,Louisville,3,34,26.0,None
0,SMU,Texas A&M,6,58,34.5,None
0,C. Michigan,Kansas  ,10,24,5.5,None
0,East Carolina,North Carolina,70,41,1.0,None
0,Alabama,Florida,42,21,14.0,None
0,BYU,Virginia,41,33,15.0,None
0,Illinois,Texas State,42,35,11.0,None
0,Indiana,Missouri,31,27,-15.0,None
0,Massachusetts,Penn State,7,48,27.0,None
0,FAU,Wyoming,19,20,3.0,None
0,Minnesota,San Jose State,24,7,7.5,None
0,Georgia State,Washington,14,45,34.5,None
0,Arkansas,N. Illinois,52,14,13.5,None
0,Arkansas State,Utah State,21,14,2.5,None
0,Cincinnati,"Miami, OH",31,24,30.0,None
0,LSU,Mississippi State,29,34,-7.0,None
0,MTSU,Memphis,17,36,12.0,None
0,Idaho,Ohio,24,36,10.5,None
0,Ball State,Toledo,23,34,14.0,None
0,South Carolina,Vanderbilt,48,34,22.0,None
0,Oklahoma,West Virginia,45,33,8.0,None
0,Clemson,Florida State,17,23,9.5,None
0,Houston,UNLV,47,14,20.5,None
0,New Mexico  ,New Mexico State,38,35,5.5,None
0,"Miami, FL",Nebraska,31,41,8.0,None
0,Arizona,California,49,45,7.5,None
0,Oregon,Washington State,38,31,23.5,None
0,Boise State,La.-Lafayette,34,9,17.5,None
0,Oregon State,San Diego State,28,7,10.5,None
0,Oklahoma State,Texas Tech,45,35,14.5,None
0,Arizona State,UCLA,27,62,3.5,None
0,Fresno State,New Mexico,35,24,6.0,None
0,SMU,TCU,0,56,32.0,None
0,South Florida,Wisconsin,10,27,33.0,None
0,Rutgers,Tulane,31,6,13.5,None
0,Iowa,Purdue,24,10,8.0,None
0,Northwestern,Penn State,29,6,-10.5,None
0,Michigan State,Wyoming,56,14,28.0,None
0,Kentucky,Vanderbilt,17,7,17.0,None
0,Kansas State,UTEP,56,28,27.0,None
0,Georgia,Tennessee,35,32,18.0,None
0,Boston College,Colorado State,21,24,-6.5,None
0,Virginia Tech,W. Michigan,35,17,20.5,None
0,Indiana,Maryland,15,37,-2.5,None
0,Akron,Pittsburgh,21,10,-20.5,None
0,Bowling Green,Massachusetts,47,42,5.5,None
0,Arkansas,Texas A&M,28,35,8.5,None
0,Kent State,Virginia ,13,45,26.0,None
0,Florida State,N.C. State,56,41,16.5,None
0,Navy,W. Kentucky,27,36,-8.0,None
0,Michigan,Minnesota,14,30,-10.5,None
0,Buffalo,"Miami, OH",35,27,6.5,None
0,Louisville,Wake Forest,20,10,21.5,None
0,FIU,UAB,34,20,-14.0,None
0,Connecticut,Temple,10,36,6.5,None
0,California,Colorado,59,56,14.0,None
0,Kansas,Texas,0,23,11.0,None
0,Auburn,La. Tech,45,17,33.0,None
0,Stanford,Washington  ,20,13,7.5,None
0,Idaho,South Alabama,10,34,3.0,None
0,FAU,UTSA,41,37,-4.5,None
0,Cincinnati,Ohio State,28,50,17.0,None
0,Air Force,Boise State,28,14,-12.5,None
0,Clemson,North Carolina,50,35,14.5,None
0,La.-Monroe,Troy,22,20,14.0,None
0,Missouri,South Carolina,21,20,-6.5,None
0,Rice,Southern Miss,41,23,8.5,None
0,C. Michigan,Toledo,28,42,10.5,None
0,Duke,"Miami, FL",10,22,4.5,None
0,LSU,New Mexico State,63,7,43.0,None
0,Memphis,Mississippi,3,24,21.0,None
0,Utah  ,Washington State,27,28,-13.5,None
0,San Diego State,UNLV,34,17,18.5,None
0,Notre Dame,Syracuse,31,15,9.5,None
0,Texas State,Tulsa,37,34,-3.0,None
0,Baylor,Iowa State,49,28,21.0,None
0,Illinois,Nebraska,14,45,21.0,None
0,Oregon State,Southern Cal,10,35,7.5,None
0,Nevada,San Jose State,21,10,7.0,None
0,FAU,FIU,10,38,-6.5,None
0,Houston,UCF,12,17,-2.5,None
0,Arizona,Oregon  ,31,24,-21.5,None
0,Louisville,Syracuse,28,6,2.0,None
0,Fresno State,San Diego State,24,13,3.5,None
0,BYU,Utah State,20,35,-21.0,None
0,Maryland,Ohio State,24,52,7.0,None
0,Illinois,Purdue,27,38,-10.0,None
0,East Carolina,SMU,45,24,39.0,None
0,MTSU,Southern Miss,37,31,17.5,None
0,Army,Ball State,33,24,2.5,None
0,Florida,Tennessee,10,9,-0.0,None
0,Iowa State,Oklahoma State,20,37,17.0,None
0,Mississippi State,Texas A&M,48,31,2.5,None
0,North Carolina,Virginia Tech,17,34,2.5,None
0,Akron,E. Michigan,31,6,26.0,None
0,Indiana,North Texas,49,24,11.0,None
0,Massachusetts,"Miami, OH",41,42,5.5,None
0,Colorado State,Tulsa,42,17,18.0,None
0,Oklahoma  ,TCU,33,37,-3.5,None
0,Northwestern,Wisconsin,20,14,-7.5,None
0,Notre Dame,Stanford,17,14,-2.5,None
0,New Mexico,UTSA,21,9,-16.5,None
0,Alabama,Mississippi,17,23,-5.5,None
0,Florida State,Wake Forest,43,3,37.5,None
0,C. Michigan,Ohio,28,10,3.5,None
0,Clemson,N.C. State,41,0,14.0,None
0,Bowling Green,Buffalo,36,35,3.0,None
0,Air Force,Navy,30,21,-3.5,None
0,Baylor,Texas,28,7,14.5,None
0,Kansas,West Virginia,14,33,27.5,None
0,Colorado,Oregon State,31,36,4.5,None
0,Georgia,Vanderbilt,44,17,33.5,None
0,Kent State,N. Illinois,14,17,25.5,None
0,Georgia State,La.-Lafayette,31,34,16.0,None
0,Hawaii,Rice,14,28,6.0,None
0,La. Tech,UTEP,55,3,12.0,None
0,Kansas State,Texas Tech,45,13,14.0,None
0,Cincinnati,Memphis,14,41,-3.0,None
0,Arkansas State,La.-Monroe,28,14,10.5,None
0,Auburn,LSU,41,7,7.0,None
0,Michigan,Rutgers,24,26,3.0,None
0,UAB,W. Kentucky,42,39,-9.5,None
0,Idaho,Texas State,30,35,16.0,None
0,Toledo,W. Michigan,20,19,5.5,None
0,Arizona State,Southern Cal,38,34,-12.5,None
0,Kentucky,South Carolina,45,38,-4.5,None
0,Pittsburgh,Virginia,19,24,5.5,None
0,Georgia Tech,"Miami, FL",28,17,1.5,None
0,Michigan State,Nebraska,27,22,7.0,None
0,San Jose State,UNLV,33,10,9.0,None
0,UCLA,Utah,28,30,-13.0,None
0,California,Washington State,60,59,-4.0,None
0,Boise State,Nevada,51,46,3.0,None
0,BYU,UCF,24,31,3.0,None
0,Stanford,Washington State,34,17,16.5,None
0,New Mexico,San Diego State,14,24,3.0,None
0,Fresno State,UNLV,27,30,-9.5,None
0,Oklahoma,Texas,31,26,17.0,None
0,Illinois,Wisconsin,28,38,27.0,None
0,Texas Tech,West Virginia,34,37,6.0,None
0,Florida State,Syracuse,38,20,23.5,None
0,MTSU,Marshall,24,49,24.0,None
0,Georgia  ,Missouri,34,0,3.0,None
0,Kentucky,La.-Lafayette,48,14,19.0,None
0,Indiana,Iowa,29,45,3.5,None
0,Army,Rice,21,41,3.0,None
0,Minnesota,Northwestern,24,17,4.0,None
0,Temple,Tulsa,35,24,17.0,None
0,Cincinnati,"Miami, FL",34,55,15.0,None
0,Duke,Georgia Tech,31,25,-4.0,None
0,Buffalo,E. Michigan,27,37,-14.5,None
0,Bowling Green,Ohio,31,13,1.0,None
0,Kent State,Massachusetts,17,40,-3.0,None
0,Arkansas State,Georgia State,52,10,10.5,None
0,Akron,"Miami, OH",29,19,15.0,None
0,New Mexico State,Troy,24,41,7.5,None
0,Ball State,W. Michigan,38,42,-0.0,None
0,Baylor,TCU,61,58,7.0,None
0,North Texas,UAB,21,56,6.5,None
0,Clemson,Louisville,23,17,9.5,None
0,Iowa State,Toledo,37,30,3.5,None
0,Auburn,Mississippi State,23,38,-2.5,None
0,Boston College,N.C. State,30,14,-2.5,None
0,North Carolina,Notre Dame,43,50,16.5,None
0,Michigan State,Purdue,45,31,21.5,None
0,Oregon,UCLA,42,30,1.5,None
0,Kansas,Oklahoma State,20,27,19.5,None
0,C. Michigan,N. Illinois,34,17,-8.0,None
0,California,Washington,7,31,-3.5,None
0,Alabama,Arkansas,14,13,9.5,None
0,FIU,UTSA,13,16,9.0,None
0,Houston,Memphis,28,24,-7.5,None
0,Michigan,Penn State,18,13,2.5,None
0,East Carolina,South Florida,28,17,17.0,None
0,Florida,LSU,27,30,2.0,None
0,Connecticut,Tulane,3,12,3.5,None
0,Mississippi,Texas A&M,35,20,-3.0,None
0,Air Force,Utah State,16,34,6.5,None
0,Arizona  ,Southern Cal,26,28,-1.5,None
0,Colorado State,Nevada,31,24,2.0,None
0,Hawaii,Wyoming,38,28,5.5,None
0,La.-Lafayette,Texas State,34,10,-2.5,None
0,Pittsburgh,Virginia Tech,21,16,-1.0,None
0,Oregon State,Utah,23,29,1.5,None
0,Boise State,Fresno State,37,27,18.0,None
0,Houston,Temple,31,10,9.0,None
0,Baylor,West Virginia,27,41,-8.0,None
0,Kansas State,Oklahoma,31,30,-7.0,None
0,South Florida,Tulsa,38,30,2.5,None
0,Tulane,UCF,13,20,17.5,None
0,Syracuse,Wake Forest,30,7,6.0,None
0,Iowa,Maryland,31,38,4.0,None
0,Minnesota,Purdue,39,38,11.5,None
0,FAU,W. Kentucky,45,38,-3.5,None
0,La. Tech,UTSA,27,20,11.0,None
0,Duke,Virginia  ,20,13,3.0,None
0,Akron,Ohio,20,23,-3.0,None
0,Bowling Green,W. Michigan,14,26,-2.5,None
0,E. Michigan,Massachusetts,14,36,15.0,None
0,Alabama,Texas A&M,59,0,12.5,None
0,Indiana,Michigan State,17,56,17.0,None
0,Ohio State,Rutgers,56,17,21.0,None
0,Boston College,Clemson,13,17,5.0,None
0,California,UCLA,34,36,6.5,None
0,Air Force,New Mexico,35,31,7.5,None
0,Army,Kent State,17,39,-3.0,None
0,Ball State,C. Michigan,32,29,-10.5,None
0,MTSU,UAB,34,22,1.5,None
0,Louisville,N.C. State,30,18,19.0,None
0,Cincinnati,SMU,41,3,13.0,None
0,Kansas,Texas Tech,21,34,12.5,None
0,Arkansas,Georgia,32,45,3.0,None
0,Oklahoma State,TCU,9,42,10.5,None
0,San Jose State,Wyoming,27,20,3.5,None
0,Idaho,New Mexico State,29,17,5.5,None
0,"Miami, OH",N. Illinois,41,51,13.5,None
0,Colorado,Southern Cal,28,56,20.5,None
0,FIU,Marshall,13,45,21.0,None
0,Mississippi,Tennessee,34,3,16.0,None
0,Florida,Missouri,13,42,-6.5,None
0,North Texas,Southern Miss,20,30,-7.5,None
0,Colorado State,Utah State,16,13,5.5,None
0,Georgia Tech,North Carolina,43,48,2.5,None
0,Nebraska,Northwestern,38,17,6.5,None
0,Georgia State,South Alabama,27,30,20.0,None
0,Kentucky,LSU,3,41,11.5,None
0,Florida State,Notre Dame,31,27,9.5,None
0,Oregon,Washington,45,20,21.0,None
0,Iowa State,Texas,45,48,10.5,None
0,BYU,Nevada,35,42,-10.0,None
0,Arizona State,Stanford,26,10,-3.5,None
0,Hawaii,San Diego State,10,20,10.0,None
0,Arkansas State,La.-Lafayette,40,55,-3.0,None
0,Connecticut,East Carolina,21,31,28.0,None
0,"Miami, FL",Virginia Tech,30,6,2.0,None
0,Cincinnati,South Florida,34,17,10.0,None
0,South Alabama,Troy,27,13,16.0,None
0,BYU,Boise State,30,55,6.5,None
0,California,Oregon,41,59,17.5,None
0,Kansas State,Texas ,23,0,9.5,None
0,Nebraska,Rutgers,42,24,19.5,None
0,Arkansas,UAB,45,17,25.0,None
0,Memphis,SMU,48,10,23.0,None
0,Illinois,Minnesota,28,24,-4.0,None
0,Maryland,Wisconsin,7,52,10.0,None
0,North Texas,Rice,21,41,17.0,None
0,North Carolina,Virginia,28,27,-7.0,None
0,E. Michigan,N. Illinois,17,28,19.0,None
0,Navy,San Jose State,41,31,8.5,None
0,Colorado,UCLA,37,40,14.0,None
0,Ohio,W. Michigan,21,42,9.0,None
0,Massachusetts,Toledo,35,42,17.5,None
0,Akron,Ball State,21,35,-3.5,None
0,Kent State,"Miami, OH",3,10,5.0,None
0,Kentucky,Mississippi State,31,45,14.5,None
0,Michigan,Michigan State,11,35,16.5,None
0,TCU,Texas Tech,82,27,24.0,None
0,Oklahoma State,West Virginia,10,34,2.5,None
0,FAU,Marshall,16,35,27.0,None
0,Georgia Tech,Pittsburgh,56,28,-3.5,None
0,Buffalo,C. Michigan,14,20,4.0,None
0,Oregon State,Stanford,14,38,12.5,None
0,Boston College,Wake Forest,23,17,13.5,None
0,La. Tech,Southern Miss,31,20,9.0,None
0,Missouri,Vanderbilt,24,14,23.0,None
0,UNLV,Utah State,20,34,17.0,None
0,Temple,UCF,14,34,6.5,None
0,Arizona,Washington State,59,37,2.5,None
0,Clemson,Syracuse,16,6,16.5,None
0,Colorado State,Wyoming,45,31,19.5,None
0,UTEP,UTSA,34,0,-14.0,None
0,La.-Monroe,Texas State,18,22,-2.5,None
0,LSU,Mississippi,10,7,-4.0,None
0,Alabama,Tennessee,34,20,20.0,None
0,Auburn,South Carolina,42,35,18.0,None
0,Ohio State,Penn State,31,24,14.5,None
0,Southern Cal,Utah,21,24,-1.0,None
0,Arizona State,Washington,24,10,3.5,None
0,Hawaii,Nevada,18,26,3.0,None
0,Florida State,Louisville,42,31,3.5,None
0,Cincinnati,Tulane,38,14,4.5,None
0,Memphis,Tulsa,40,20,24.5,None
0,Air Force,Army,23,6,3.5,None
0,Iowa State,Oklahoma,14,59,15.5,None
0,East Carolina,Temple,10,20,-10.0,None
0,Duke,Pittsburgh,51,48,-3.0,None
0,Iowa,Northwestern,48,7,3.0,None
0,Maryland,Penn State,20,19,-3.5,None
0,Rutgers,Wisconsin,0,37,12.5,None
0,FIU,Rice,17,31,6.5,None
0,Connecticut,UCF,37,29,-9.5,None
0,La.-Monroe,Texas A&M,16,21,32.0,None
0,"Miami, FL",North Carolina,47,20,16.5,None
0,Boston College,Virginia Tech,33,31,-3.0,None
0,C. Michigan,E. Michigan,38,7,13.5,None
0,Colorado,Washington,23,38,3.0,None
0,"Miami, OH",W. Michigan,10,41,6.5,None
0,La. Tech,W. Kentucky,59,10,7.5,None
0,N.C. State,Syracuse,24,17,-2.5,None
0,TCU,West Virginia,31,30,3.5,None
0,Florida,Georgia,38,20,-11.5,None
0,Nebraska,Purdue,35,14,21.5,None
0,Georgia Tech,Virginia,35,10,4.0,None
0,BYU,MTSU,27,7,3.0,None
0,Indiana,Michigan,10,34,7.0,None
0,Baylor,Kansas,60,14,35.0,None
0,New Mexico State,Texas State,29,37,7.0,None
0,Kentucky,Missouri,10,20,7.5,None
0,Houston,South Florida,27,3,8.5,None
0,Southern Cal,Washington State,44,17,7.5,None
0,Arkansas State,Idaho,44,28,16.0,None
0,La.-Lafayette,South Alabama,19,9,10.0,None
0,New Mexico,UNLV,31,28,-1.0,None
0,Auburn,Mississippi,35,31,-1.0,None
0,Colorado State,San Jose State,38,31,6.5,None
0,FAU,UAB,28,31,-3.5,None
0,Arkansas,Mississippi State,10,17,10.5,None
0,Oregon,Stanford,45,16,7.5,None
0,South Carolina,Tennessee,42,45,-6.0,None
0,Texas,Texas Tech,34,13,4.0,None
0,Kansas State,Oklahoma State,48,14,13.5,None
0,Navy,Notre Dame,39,49,14.0,None
0,Illinois,Ohio State,14,55,28.5,None
0,Southern Miss,UTEP,14,35,7.5,None
0,Arizona  ,UCLA,7,17,6.5,None
0,California,Oregon State,45,31,-4.0,None
0,Nevada,San Diego State,30,14,2.0,None
0,Fresno State,Wyoming,17,45,-16.0,None
0,Arizona State,Utah,19,16,6.5,None
0,Hawaii,Utah State,14,35,3.0,None
0,Akron,Bowling Green,10,27,-3.5,None
0,Kent State,Toledo,20,30,13.5,None
0,Buffalo,Ohio,14,37,4.0,None
0,Ball State,N. Illinois,21,35,3.0,None
0,Clemson,Wake Forest,34,20,20.5,None
0,Memphis,Temple,16,13,8.0,None
0,Utah State,Wyoming,20,3,7.5,None
0,Baylor,Oklahoma,48,14,-6.0,None
0,Georgia,Kentucky,63,21,10.0,None
0,Purdue,Wisconsin,16,34,17.0,None
0,La. Tech,UAB,40,24,5.0,None
0,Rice,UTSA,17,7,7.5,None
0,SMU,Tulsa,28,38,14.0,None
0,Indiana,Penn State,7,13,6.5,None
0,Iowa,Minnesota,14,51,-1.5,None
0,Duke,Syracuse,27,10,4.0,None
0,Georgia Tech,N.C. State,56,23,3.0,None
0,Arkansas State,South Alabama,45,10,11.0,None
0,Georgia State,Troy,21,45,7.0,None
0,Auburn,Texas A&M,38,41,-23.5,None
0,Arizona State,Notre Dame,55,31,3.0,None
0,Texas,West Virginia,33,16,-3.0,None
0,Army,Connecticut,35,21,-4.5,None
0,Houston,Tulane,24,31,-17.0,None
0,Michigan,Northwestern,10,9,1.5,None
0,Iowa State,Kansas,14,34,-2.0,None
0,UTEP,W. Kentucky,27,35,9.0,None
0,Air Force,UNLV,48,21,5.0,None
0,Oregon State,Washington State,32,39,-8.5,None
0,Florida State,Virginia,34,20,21.0,None
0,Idaho,San Diego State,21,35,21.0,None
0,UCLA,Washington,44,30,5.5,None
0,FAU,North Texas,10,31,-3.0,None
0,Marshall,Southern Miss,63,17,26.5,None
0,Boise State,New Mexico,60,49,18.5,None
0,Colorado State,Hawaii,49,22,20.5,None
0,Boston College,Louisville,19,38,3.0,None
0,Kansas State,TCU,20,41,6.5,None
0,Florida,Vanderbilt,34,10,14.5,None
0,Alabama,LSU,20,13,6.5,None
0,Michigan State,Ohio State,37,49,-4.0,None
0,Arizona,Colorado,38,20,18.5,None
0,La.-Lafayette,New Mexico State,44,16,16.5,None
0,Oregon,Utah,51,27,10.0,None
0,Fresno State,San Jose State,38,24,-1.0,None
0,Akron,Buffalo,24,55,-3.5,None
0,N. Illinois,Toledo,27,24,3.5,None
0,Ball State,Massachusetts,10,24,3.5,None
0,Bowling Green,Kent State,30,20,14.0,None
0,Cincinnati,East Carolina,54,46,-1.5,None
0,Southern Miss,UTSA,10,12,6.5,None
0,California,Southern Cal,30,38,14.0,None
0,Minnesota,Ohio State,24,31,13.0,None
0,Clemson,Georgia Tech,6,28,-1.5,None
0,Duke,Virginia Tech,16,17,-3.5,None
0,Penn State,Temple,30,13,11.0,None
0,Army,W. Kentucky,24,52,8.0,None
0,Illinois,Iowa,14,30,5.5,None
0,Florida,South Carolina,20,23,-6.5,None
0,North Carolina,Pittsburgh,40,35,2.5,None
0,C. Michigan,"Miami, OH",34,27,18.5,None
0,Air Force,Nevada,45,38,3.0,None
0,E. Michigan,W. Michigan,7,51,27.5,None
0,Marshall,Rice,41,14,21.0,None
0,Kansas,TCU,30,34,28.0,None
0,N.C. State,Wake Forest,42,13,16.5,None
0,Alabama,Mississippi State,25,20,9.5,None
0,Arizona,Washington,27,26,9.0,None
0,Nebraska,Wisconsin,24,59,5.0,None
0,Northwestern,Notre Dame,43,40,-17.5,None
0,Memphis,Tulane,38,7,8.0,None
0,FIU,MTSU,38,28,-5.0,None
0,Oklahoma,Texas Tech,42,30,14.0,None
0,Indiana,Rutgers,23,45,8.5,None
0,New Mexico,Utah State,21,28,20.0,None
0,Kentucky,Tennessee,16,50,11.0,None
0,Hawaii,San Jose State,13,0,-10.0,None
0,Idaho,Troy,17,34,-5.5,None
0,Stanford,Utah,17,20,-10.0,None
0,La.-Lafayette,La.-Monroe,34,27,6.5,None
0,BYU,UNLV,42,23,26.5,None
0,Auburn,Georgia ,7,34,2.5,None
0,Missouri,Texas A&M,34,27,-3.5,None
0,South Alabama,Texas State,24,20,5.5,None
0,Oklahoma State,Texas,7,28,1.0,None
0,Florida State,"Miami, FL",30,26,2.5,None
0,Maryland,Michigan State,15,37,10.5,None
0,Arkansas,LSU,17,0,1.5,None
0,SMU,South Florida,13,14,10.0,None
0,North Texas,UTEP,17,35,7.0,None
0,Boise State,San Diego State,38,29,14.0,None
0,Arizona State,Oregon State,27,35,-7.0,None
0,Akron,Massachusetts,30,6,8.0,None
0,N. Illinois,Ohio,21,14,-0.0,None
0,Bowling Green,Toledo,20,27,7.0,None
0,Kansas State,West Virginia,26,20,-2.5,None
0,Duke,North Carolina,20,45,-5.0,None
0,Arkansas State,Texas State,27,45,-6.5,None
0,Rice,UTEP,31,13,7.5,None
0,Air Force,San Diego State,14,30,5.5,None
0,San Jose State,Utah State,7,41,14.5,None
0,Indiana,Ohio State,17,42,36.0,None
0,Michigan State,Rutgers,45,3,24.0,None
0,Minnesota,Nebraska,28,24,-9.5,None
0,South Alabama,South Carolina,12,37,24.0,None
0,Northwestern,Purdue,38,14,-0.0,None
0,Marshall,UAB,23,18,19.0,None
0,UTSA,W. Kentucky,7,45,10.0,None
0,SMU,UCF,7,53,28.5,None
0,Houston,Tulsa,38,28,20.0,None
0,Illinois,Penn State,16,14,-5.5,None
0,Virginia Tech,Wake Forest,3,6,-13.5,None
0,Arizona State,Washington State,52,31,14.5,None
0,C. Michigan,W. Michigan,20,32,-0.0,None
0,Kansas,Oklahoma,7,44,26.0,None
0,Colorado State,New Mexico,58,20,21.0,None
0,Ball State,E. Michigan,45,30,18.0,None
0,Boston College,Florida State,17,20,17.0,None
0,Arkansas,Mississippi,30,0,-3.0,None
0,Arizona,Utah,42,10,-5.5,None
0,Iowa,Wisconsin,24,26,9.0,None
0,Clemson,Georgia State,28,0,40.0,None
