,id0,id1,points_0,points_1
0,Penn State,Wisconsin,7.0,45.0
0,FIU,MTSU,31.0,18.0
0,Indiana,Purdue,25.0,33.0
0,Illinois,Minnesota,7.0,27.0
0,Duke,North Carolina,21.0,37.0
0,Vanderbilt,Wake Forest,41.0,7.0
0,East Carolina,Marshall,27.0,34.0
0,Kansas,Missouri,10.0,24.0
0,Arizona,La.-Lafayette,45.0,37.0
0,Florida Atlantic,UAB,38.0,35.0
0,La. Tech,New Mexico State,44.0,0.0
0,Memphis,Southern Miss,7.0,44.0
0,Air Force,Colorado State,45.0,21.0
0,Baylor,Texas Tech,66.0,42.0
0,Florida,Florida State,7.0,21.0
0,Mississippi,Mississippi State,3.0,31.0
0,Washington,Washington State,38.0,21.0
0,Clemson,South Carolina,13.0,34.0
0,Notre Dame,Stanford,14.0,28.0
0,Fresno State,San Jose State,24.0,27.0
0,Southern Cal,UCLA,50.0,0.0
