,id0,id1,points_0,points_1
0,Iowa State,Oklahoma,24.0,34.0
0,Colorado,UCLA,20.0,10.0
0,Akron,Toledo,17.0,48.0
0,Buffalo,Ohio,10.0,34.0
0,Arkansas State,Georgia State,31.0,16.0
0,Boise State,San Jose State,45.0,31.0
0,C. Michigan,"Miami, OH",17.0,37.0
0,Connecticut,Temple,0.0,21.0
0,Alabama,LSU,10.0,0.0
0,Clemson,Syracuse,54.0,0.0
0,Maryland,Michigan,3.0,59.0
0,Mississippi State,Texas A&M,35.0,28.0
0,California,Washington,27.0,66.0
0,Nebraska,Ohio State,3.0,62.0
0,Boston College,Louisville,7.0,52.0
0,Northwestern,Wisconsin,7.0,21.0
0,Auburn,Vanderbilt,23.0,16.0
0,Arkansas,Florida,31.0,10.0
0,Iowa,Penn State,14.0,41.0
0,Baylor,TCU,22.0,62.0
0,Kansas State,Oklahoma State,37.0,43.0
0,Duke,Virginia Tech,21.0,24.0
0,Kansas,West Virginia,21.0,48.0
0,Georgia Tech,North Carolina,20.0,48.0
0,Florida State,N.C. State,24.0,20.0
0,Arizona,Washington State,7.0,69.0
0,Navy,Notre Dame,28.0,27.0
0,Air Force,Army,31.0,12.0
0,Georgia Southern,Mississippi,27.0,37.0
0,Texas,Texas Tech,45.0,37.0
0,Indiana,Rutgers,33.0,27.0
0,Illinois,Michigan State,31.0,27.0
0,"Miami, FL",Pittsburgh,51.0,28.0
0,MTSU,UTSA,25.0,45.0
0,Virginia,Wake Forest,20.0,27.0
0,Minnesota,Purdue,44.0,31.0
0,Appalachian State,Texas State,35.0,10.0
0,FAU,Rice,42.0,25.0
0,Charlotte,Southern Miss,38.0,27.0
0,Oregon State,Stanford,15.0,26.0
0,Colorado State,Fresno State,37.0,0.0
0,BYU,Cincinnati,20.0,3.0
0,Massachusetts,Troy,31.0,52.0
0,Missouri,South Carolina,21.0,31.0
0,Memphis,SMU,51.0,7.0
0,Idaho,La.-Lafayette,23.0,13.0
0,La.-Monroe,South Alabama,42.0,35.0
0,Tulane,UCF,6.0,37.0
0,FIU,W. Kentucky,21.0,49.0
0,La. Tech,North Texas,45.0,24.0
0,Marshall,Old Dominion,14.0,38.0
0,Hawaii,San Diego State,0.0,55.0
0,Oregon,Southern Cal,20.0,45.0
