,id0,id1,points_0,points_1
0,Colorado State,Tulsa,42.0,17.0
0,Oklahoma  ,TCU,33.0,37.0
0,Northwestern,Wisconsin,20.0,14.0
0,Notre Dame,Stanford,17.0,14.0
0,New Mexico,UTSA,21.0,9.0
0,Alabama,Mississippi,17.0,23.0
0,Florida State,Wake Forest,43.0,3.0
0,C. Michigan,Ohio,28.0,10.0
0,Clemson,N.C. State,41.0,0.0
0,Bowling Green,Buffalo,36.0,35.0
0,Air Force,Navy,30.0,21.0
0,Baylor,Texas,28.0,7.0
0,Kansas,West Virginia,14.0,33.0
0,Colorado,Oregon State,31.0,36.0
0,Georgia,Vanderbilt,44.0,17.0
0,Kent State,N. Illinois,14.0,17.0
0,Georgia State,La.-Lafayette,31.0,34.0
0,Hawaii,Rice,14.0,28.0
0,La. Tech,UTEP,55.0,3.0
0,Kansas State,Texas Tech,45.0,13.0
0,Cincinnati,Memphis,14.0,41.0
0,Arkansas State,La.-Monroe,28.0,14.0
0,Auburn,LSU,41.0,7.0
0,Michigan,Rutgers,24.0,26.0
0,UAB,W. Kentucky,42.0,39.0
0,Idaho,Texas State,30.0,35.0
0,Toledo,W. Michigan,20.0,19.0
0,Arizona State,Southern Cal,38.0,34.0
0,Kentucky,South Carolina,45.0,38.0
0,Pittsburgh,Virginia,19.0,24.0
0,Georgia Tech,"Miami, FL",28.0,17.0
0,Michigan State,Nebraska,27.0,22.0
0,San Jose State,UNLV,33.0,10.0
0,UCLA,Utah,28.0,30.0
0,California,Washington State,60.0,59.0
0,Boise State,Nevada,51.0,46.0
0,BYU,UCF,24.0,31.0
0,Stanford,Washington State,34.0,17.0
0,New Mexico,San Diego State,14.0,24.0
0,Fresno State,UNLV,27.0,30.0
0,Oklahoma,Texas,31.0,26.0
0,Illinois,Wisconsin,28.0,38.0
0,Texas Tech,West Virginia,34.0,37.0
0,Florida State,Syracuse,38.0,20.0
0,MTSU,Marshall,24.0,49.0
0,Georgia  ,Missouri,34.0,0.0
0,Kentucky,La.-Lafayette,48.0,14.0
0,Indiana,Iowa,29.0,45.0
0,Army,Rice,21.0,41.0
0,Minnesota,Northwestern,24.0,17.0
0,Temple,Tulsa,35.0,24.0
0,Cincinnati,"Miami, FL",34.0,55.0
0,Duke,Georgia Tech,31.0,25.0
0,Buffalo,E. Michigan,27.0,37.0
0,Bowling Green,Ohio,31.0,13.0
0,Kent State,Massachusetts,17.0,40.0
0,Arkansas State,Georgia State,52.0,10.0
0,Akron,"Miami, OH",29.0,19.0
0,New Mexico State,Troy,24.0,41.0
0,Ball State,W. Michigan,38.0,42.0
0,Baylor,TCU,61.0,58.0
0,North Texas,UAB,21.0,56.0
0,Clemson,Louisville,23.0,17.0
0,Iowa State,Toledo,37.0,30.0
0,Auburn,Mississippi State,23.0,38.0
0,Boston College,N.C. State,30.0,14.0
0,North Carolina,Notre Dame,43.0,50.0
0,Michigan State,Purdue,45.0,31.0
0,Oregon,UCLA,42.0,30.0
0,Kansas,Oklahoma State,20.0,27.0
0,C. Michigan,N. Illinois,34.0,17.0
0,California,Washington,7.0,31.0
0,Alabama,Arkansas,14.0,13.0
0,FIU,UTSA,13.0,16.0
0,Houston,Memphis,28.0,24.0
0,Michigan,Penn State,18.0,13.0
0,East Carolina,South Florida,28.0,17.0
0,Florida,LSU,27.0,30.0
0,Connecticut,Tulane,3.0,12.0
0,Mississippi,Texas A&M,35.0,20.0
0,Air Force,Utah State,16.0,34.0
0,Arizona  ,Southern Cal,26.0,28.0
0,Colorado State,Nevada,31.0,24.0
0,Hawaii,Wyoming,38.0,28.0
0,La.-Lafayette,Texas State,34.0,10.0
0,Pittsburgh,Virginia Tech,21.0,16.0
0,Oregon State,Utah,23.0,29.0
0,Boise State,Fresno State,37.0,27.0
0,Houston,Temple,31.0,10.0
0,Baylor,West Virginia,27.0,41.0
0,Kansas State,Oklahoma,31.0,30.0
0,South Florida,Tulsa,38.0,30.0
0,Tulane,UCF,13.0,20.0
0,Syracuse,Wake Forest,30.0,7.0
0,Iowa,Maryland,31.0,38.0
0,Minnesota,Purdue,39.0,38.0
0,FAU,W. Kentucky,45.0,38.0
0,La. Tech,UTSA,27.0,20.0
0,Duke,Virginia  ,20.0,13.0
0,Akron,Ohio,20.0,23.0
0,Bowling Green,W. Michigan,14.0,26.0
0,E. Michigan,Massachusetts,14.0,36.0
0,Alabama,Texas A&M,59.0,0.0
0,Indiana,Michigan State,17.0,56.0
0,Ohio State,Rutgers,56.0,17.0
0,Boston College,Clemson,13.0,17.0
0,California,UCLA,34.0,36.0
0,Air Force,New Mexico,35.0,31.0
0,Army,Kent State,17.0,39.0
0,Ball State,C. Michigan,32.0,29.0
0,MTSU,UAB,34.0,22.0
0,Louisville,N.C. State,30.0,18.0
0,Cincinnati,SMU,41.0,3.0
0,Kansas,Texas Tech,21.0,34.0
0,Arkansas,Georgia,32.0,45.0
0,Oklahoma State,TCU,9.0,42.0
0,San Jose State,Wyoming,27.0,20.0
0,Idaho,New Mexico State,29.0,17.0
0,"Miami, OH",N. Illinois,41.0,51.0
0,Colorado,Southern Cal,28.0,56.0
0,FIU,Marshall,13.0,45.0
0,Mississippi,Tennessee,34.0,3.0
0,Florida,Missouri,13.0,42.0
0,North Texas,Southern Miss,20.0,30.0
0,Colorado State,Utah State,16.0,13.0
0,Georgia Tech,North Carolina,43.0,48.0
0,Nebraska,Northwestern,38.0,17.0
0,Georgia State,South Alabama,27.0,30.0
0,Kentucky,LSU,3.0,41.0
0,Florida State,Notre Dame,31.0,27.0
0,Oregon,Washington,45.0,20.0
0,Iowa State,Texas,45.0,48.0
0,BYU,Nevada,35.0,42.0
0,Arizona State,Stanford,26.0,10.0
0,Hawaii,San Diego State,10.0,20.0
0,Arkansas State,La.-Lafayette,40.0,55.0
0,Connecticut,East Carolina,21.0,31.0
0,"Miami, FL",Virginia Tech,30.0,6.0
0,Cincinnati,South Florida,34.0,17.0
0,South Alabama,Troy,27.0,13.0
0,BYU,Boise State,30.0,55.0
0,California,Oregon,41.0,59.0
0,Kansas State,Texas ,23.0,0.0
0,Nebraska,Rutgers,42.0,24.0
0,Arkansas,UAB,45.0,17.0
0,Memphis,SMU,48.0,10.0
0,Illinois,Minnesota,28.0,24.0
0,Maryland,Wisconsin,7.0,52.0
0,North Texas,Rice,21.0,41.0
0,North Carolina,Virginia,28.0,27.0
0,E. Michigan,N. Illinois,17.0,28.0
0,Navy,San Jose State,41.0,31.0
0,Colorado,UCLA,37.0,40.0
0,Ohio,W. Michigan,21.0,42.0
0,Massachusetts,Toledo,35.0,42.0
0,Akron,Ball State,21.0,35.0
0,Kent State,"Miami, OH",3.0,10.0
0,Kentucky,Mississippi State,31.0,45.0
0,Michigan,Michigan State,11.0,35.0
0,TCU,Texas Tech,82.0,27.0
0,Oklahoma State,West Virginia,10.0,34.0
0,FAU,Marshall,16.0,35.0
0,Georgia Tech,Pittsburgh,56.0,28.0
0,Buffalo,C. Michigan,14.0,20.0
0,Oregon State,Stanford,14.0,38.0
0,Boston College,Wake Forest,23.0,17.0
0,La. Tech,Southern Miss,31.0,20.0
0,Missouri,Vanderbilt,24.0,14.0
0,UNLV,Utah State,20.0,34.0
0,Temple,UCF,14.0,34.0
0,Arizona,Washington State,59.0,37.0
0,Clemson,Syracuse,16.0,6.0
0,Colorado State,Wyoming,45.0,31.0
0,UTEP,UTSA,34.0,0.0
0,La.-Monroe,Texas State,18.0,22.0
0,LSU,Mississippi,10.0,7.0
0,Alabama,Tennessee,34.0,20.0
0,Auburn,South Carolina,42.0,35.0
0,Ohio State,Penn State,31.0,24.0
0,Southern Cal,Utah,21.0,24.0
0,Arizona State,Washington,24.0,10.0
0,Hawaii,Nevada,18.0,26.0
0,Florida State,Louisville,42.0,31.0
0,Cincinnati,Tulane,38.0,14.0
0,Memphis,Tulsa,40.0,20.0
0,Air Force,Army,23.0,6.0
0,Iowa State,Oklahoma,14.0,59.0
0,East Carolina,Temple,10.0,20.0
0,Duke,Pittsburgh,51.0,48.0
0,Iowa,Northwestern,48.0,7.0
0,Maryland,Penn State,20.0,19.0
0,Rutgers,Wisconsin,0.0,37.0
0,FIU,Rice,17.0,31.0
0,Connecticut,UCF,37.0,29.0
0,La.-Monroe,Texas A&M,16.0,21.0
0,"Miami, FL",North Carolina,47.0,20.0
0,Boston College,Virginia Tech,33.0,31.0
0,C. Michigan,E. Michigan,38.0,7.0
0,Colorado,Washington,23.0,38.0
0,"Miami, OH",W. Michigan,10.0,41.0
0,La. Tech,W. Kentucky,59.0,10.0
0,N.C. State,Syracuse,24.0,17.0
0,TCU,West Virginia,31.0,30.0
0,Florida,Georgia,38.0,20.0
0,Nebraska,Purdue,35.0,14.0
0,Georgia Tech,Virginia,35.0,10.0
0,BYU,MTSU,27.0,7.0
0,Indiana,Michigan,10.0,34.0
0,Baylor,Kansas,60.0,14.0
0,New Mexico State,Texas State,29.0,37.0
0,Kentucky,Missouri,10.0,20.0
0,Houston,South Florida,27.0,3.0
0,Southern Cal,Washington State,44.0,17.0
0,Arkansas State,Idaho,44.0,28.0
0,La.-Lafayette,South Alabama,19.0,9.0
0,New Mexico,UNLV,31.0,28.0
0,Auburn,Mississippi,35.0,31.0
0,Colorado State,San Jose State,38.0,31.0
0,FAU,UAB,28.0,31.0
0,Arkansas,Mississippi State,10.0,17.0
0,Oregon,Stanford,45.0,16.0
0,South Carolina,Tennessee,42.0,45.0
0,Texas,Texas Tech,34.0,13.0
0,Kansas State,Oklahoma State,48.0,14.0
0,Navy,Notre Dame,39.0,49.0
0,Illinois,Ohio State,14.0,55.0
0,Southern Miss,UTEP,14.0,35.0
0,Arizona  ,UCLA,7.0,17.0
0,California,Oregon State,45.0,31.0
0,Nevada,San Diego State,30.0,14.0
0,Fresno State,Wyoming,17.0,45.0
0,Arizona State,Utah,19.0,16.0
0,Hawaii,Utah State,14.0,35.0
0,Akron,Bowling Green,10.0,27.0
0,Kent State,Toledo,20.0,30.0
0,Buffalo,Ohio,14.0,37.0
0,Ball State,N. Illinois,21.0,35.0
0,Clemson,Wake Forest,34.0,20.0
0,Memphis,Temple,16.0,13.0
0,Utah State,Wyoming,20.0,3.0
0,Baylor,Oklahoma,48.0,14.0
0,Georgia,Kentucky,63.0,21.0
0,Purdue,Wisconsin,16.0,34.0
0,La. Tech,UAB,40.0,24.0
0,Rice,UTSA,17.0,7.0
0,SMU,Tulsa,28.0,38.0
0,Indiana,Penn State,7.0,13.0
0,Iowa,Minnesota,14.0,51.0
0,Duke,Syracuse,27.0,10.0
0,Georgia Tech,N.C. State,56.0,23.0
0,Arkansas State,South Alabama,45.0,10.0
0,Georgia State,Troy,21.0,45.0
0,Auburn,Texas A&M,38.0,41.0
0,Arizona State,Notre Dame,55.0,31.0
0,Texas,West Virginia,33.0,16.0
0,Army,Connecticut,35.0,21.0
0,Houston,Tulane,24.0,31.0
0,Michigan,Northwestern,10.0,9.0
0,Iowa State,Kansas,14.0,34.0
0,UTEP,W. Kentucky,27.0,35.0
0,Air Force,UNLV,48.0,21.0
0,Oregon State,Washington State,32.0,39.0
0,Florida State,Virginia,34.0,20.0
0,Idaho,San Diego State,21.0,35.0
0,UCLA,Washington,44.0,30.0
0,FAU,North Texas,10.0,31.0
0,Marshall,Southern Miss,63.0,17.0
0,Boise State,New Mexico,60.0,49.0
0,Colorado State,Hawaii,49.0,22.0
0,Boston College,Louisville,19.0,38.0
0,Kansas State,TCU,20.0,41.0
0,Florida,Vanderbilt,34.0,10.0
0,Alabama,LSU,20.0,13.0
0,Michigan State,Ohio State,37.0,49.0
0,Arizona,Colorado,38.0,20.0
0,La.-Lafayette,New Mexico State,44.0,16.0
0,Oregon,Utah,51.0,27.0
0,Fresno State,San Jose State,38.0,24.0
0,Akron,Buffalo,24.0,55.0
0,N. Illinois,Toledo,27.0,24.0
0,Ball State,Massachusetts,10.0,24.0
0,Bowling Green,Kent State,30.0,20.0
0,Cincinnati,East Carolina,54.0,46.0
0,Southern Miss,UTSA,10.0,12.0
0,California,Southern Cal,30.0,38.0
0,Minnesota,Ohio State,24.0,31.0
0,Clemson,Georgia Tech,6.0,28.0
0,Duke,Virginia Tech,16.0,17.0
0,Penn State,Temple,30.0,13.0
0,Army,W. Kentucky,24.0,52.0
0,Illinois,Iowa,14.0,30.0
0,Florida,South Carolina,20.0,23.0
0,North Carolina,Pittsburgh,40.0,35.0
0,C. Michigan,"Miami, OH",34.0,27.0
0,Air Force,Nevada,45.0,38.0
0,E. Michigan,W. Michigan,7.0,51.0
0,Marshall,Rice,41.0,14.0
0,Kansas,TCU,30.0,34.0
0,N.C. State,Wake Forest,42.0,13.0
0,Alabama,Mississippi State,25.0,20.0
0,Arizona,Washington,27.0,26.0
0,Nebraska,Wisconsin,24.0,59.0
0,Northwestern,Notre Dame,43.0,40.0
0,Memphis,Tulane,38.0,7.0
0,FIU,MTSU,38.0,28.0
0,Oklahoma,Texas Tech,42.0,30.0
0,Indiana,Rutgers,23.0,45.0
0,New Mexico,Utah State,21.0,28.0
0,Kentucky,Tennessee,16.0,50.0
0,Hawaii,San Jose State,13.0,0.0
0,Idaho,Troy,17.0,34.0
0,Stanford,Utah,17.0,20.0
0,La.-Lafayette,La.-Monroe,34.0,27.0
0,BYU,UNLV,42.0,23.0
0,Auburn,Georgia ,7.0,34.0
0,Missouri,Texas A&M,34.0,27.0
0,South Alabama,Texas State,24.0,20.0
0,Oklahoma State,Texas,7.0,28.0
0,Florida State,"Miami, FL",30.0,26.0
0,Maryland,Michigan State,15.0,37.0
0,Arkansas,LSU,17.0,0.0
0,SMU,South Florida,13.0,14.0
0,North Texas,UTEP,17.0,35.0
0,Boise State,San Diego State,38.0,29.0
0,Arizona State,Oregon State,27.0,35.0
0,Akron,Massachusetts,30.0,6.0
0,N. Illinois,Ohio,21.0,14.0
0,Bowling Green,Toledo,20.0,27.0
0,Kansas State,West Virginia,26.0,20.0
0,Duke,North Carolina,20.0,45.0
0,Arkansas State,Texas State,27.0,45.0
0,Rice,UTEP,31.0,13.0
0,Air Force,San Diego State,14.0,30.0
0,San Jose State,Utah State,7.0,41.0
0,Indiana,Ohio State,17.0,42.0
0,Michigan State,Rutgers,45.0,3.0
0,Minnesota,Nebraska,28.0,24.0
0,South Alabama,South Carolina,12.0,37.0
0,Northwestern,Purdue,38.0,14.0
0,Marshall,UAB,23.0,18.0
0,UTSA,W. Kentucky,7.0,45.0
0,SMU,UCF,7.0,53.0
0,Houston,Tulsa,38.0,28.0
0,Illinois,Penn State,16.0,14.0
0,Virginia Tech,Wake Forest,3.0,6.0
0,Arizona State,Washington State,52.0,31.0
0,C. Michigan,W. Michigan,20.0,32.0
0,Kansas,Oklahoma,7.0,44.0
0,Colorado State,New Mexico,58.0,20.0
0,Ball State,E. Michigan,45.0,30.0
0,Boston College,Florida State,17.0,20.0
0,Arkansas,Mississippi,30.0,0.0
0,Arizona,Utah,42.0,10.0
0,Iowa,Wisconsin,24.0,26.0
0,Clemson,Georgia State,28.0,0.0
0,Louisville,Notre Dame,31.0,28.0
0,FIU,North Texas,14.0,17.0
0,East Carolina,Tulane,34.0,6.0
0,Pittsburgh,Syracuse,30.0,7.0
0,Iowa State,Texas Tech,31.0,34.0
0,Maryland,Michigan,23.0,16.0
0,Memphis,South Florida,31.0,20.0
0,California,Stanford,17.0,38.0
0,La.-Monroe,New Mexico State,30.0,17.0
0,Colorado,Oregon,10.0,44.0
0,"Miami, FL",Virginia,13.0,30.0
0,FAU,MTSU,34.0,35.0
0,Mississippi State,Vanderbilt,51.0,0.0
0,Baylor,Oklahoma State,49.0,28.0
0,Missouri,Tennessee,29.0,21.0
0,Southern Cal,UCLA,20.0,38.0
0,Cincinnati,Connecticut,41.0,0.0
0,Boise State,Wyoming,63.0,14.0
0,Fresno State,Nevada,40.0,20.0
0,Oregon State,Washington,13.0,37.0
0,Hawaii,UNLV,37.0,35.0
0,"Miami, OH",Ohio,21.0,24.0
0,TCU,Texas,48.0,10.0
0,LSU,Texas A&M,23.0,17.0
0,N. Illinois,W. Michigan,31.0,21.0
0,Marshall,W. Kentucky,66.0,67.0
0,Iowa,Nebraska,34.0,37.0
0,South Florida,UCF,0.0,16.0
0,Houston,SMU,35.0,9.0
0,E. Michigan,Toledo,16.0,52.0
0,Ball State,Bowling Green,41.0,24.0
0,Buffalo,Massachusetts,41.0,21.0
0,Akron,Kent State,24.0,27.0
0,Arkansas,Missouri,14.0,21.0
0,Navy,South Alabama,42.0,40.0
0,Stanford,UCLA,31.0,10.0
0,Arizona,Arizona State,42.0,35.0
0,Air Force,Colorado State,27.0,24.0
0,Virginia,Virginia Tech,20.0,24.0
0,East Carolina,Tulsa,49.0,32.0
0,Michigan,Ohio State,28.0,42.0
0,Georgia,Georgia Tech,24.0,30.0
0,Clemson,South Carolina,35.0,17.0
0,Kentucky,Louisville,40.0,44.0
0,Cincinnati,Temple,14.0,6.0
0,Iowa State,West Virginia,24.0,37.0
0,North Texas,UTSA,27.0,34.0
0,La. Tech,Rice,76.0,31.0
0,Illinois,Northwestern,47.0,33.0
0,Indiana,Purdue,23.0,16.0
0,N.C. State,North Carolina,35.0,7.0
0,Boston College,Syracuse,28.0,7.0
0,La.-Lafayette,Troy,42.0,23.0
0,Colorado,Utah,34.0,38.0
0,Georgia State,Texas State,31.0,54.0
0,Arkansas State,New Mexico State,68.0,35.0
0,New Mexico,Wyoming,36.0,30.0
0,Florida,Florida State,19.0,24.0
0,Mississippi,Mississippi State,31.0,17.0
0,Baylor,Texas Tech,48.0,46.0
0,Michigan State,Penn State,34.0,10.0
0,Minnesota,Wisconsin,24.0,34.0
0,San Diego State,San Jose State,38.0,7.0
0,Notre Dame,Southern Cal,14.0,49.0
